水果类,人参果,20.00,18.00,19.00,公斤,1000.00,2025-03-24
水果类,柠檬,12.00,10.00,11.00,公斤,500.00,2025-03-24
水果类,榴莲,115.00,110.00,112.00,公斤,1500.00,2025-03-24
水果类,山竹,60.00,50.00,55.00,公斤,1000.00,2025-03-24
水果类,火龙果,15.00,13.00,14.00,公斤,3500.00,2025-03-24
水果类,芒果,28.00,18.00,24.00,公斤,2000.00,2025-03-24
水果类,樱桃,132.00,128.00,130.00,公斤,1500.00,2025-03-24
水果类,菠萝,8.00,7.00,7.60,公斤,1300.00,2025-03-24
水果类,草莓,40.00,34.00,36.00,公斤,800.00,2025-03-24
水果类,进口香蕉,11.00,10.00,10.60,公斤,3500.00,2025-03-24
水果类,国产香蕉,9.00,7.00,8.00,公斤,8000.00,2025-03-24
水果类,红西柚,19.00,18.00,18.60,公斤,1200.00,2025-03-24
水果类,脐橙,16.00,14.00,15.00,公斤,7000.00,2025-03-24
水果类,猕猴桃,14.00,12.00,13.00,公斤,1500.00,2025-03-24
水果类,木瓜,16.00,14.00,15.00,公斤,1500.00,2025-03-24
水果类,伊丽莎白瓜,10.00,7.00,8.00,公斤,1500.00,2025-03-24
水果类,网纹瓜,15.00,14.00,14.60,公斤,2000.00,2025-03-24
水果类,哈蜜瓜,10.00,8.00,9.00,公斤,3000.00,2025-03-24
水果类,小西瓜,15.00,12.00,14.00,公斤,2000.00,2025-03-24
水果类,无籽西瓜,11.00,7.00,10.00,公斤,4000.00,2025-03-24
水果类,西瓜,9.00,6.40,7.00,公斤,30000.00,2025-03-24
水果类,黑提子,52.00,50.00,51.00,公斤,2000.00,2025-03-24
水果类,红提子,30.00,28.00,29.00,公斤,2000.00,2025-03-24
水果类,青提子,26.00,24.00,25.00,公斤,2000.00,2025-03-24
水果类,巨峰葡萄,13.00,11.00,12.00,公斤,3000.00,2025-03-24
水果类,库尔勒香梨,11.00,9.00,10.00,公斤,3000.00,2025-03-24
水果类,雪梨,7.00,5.00,6.00,公斤,6000.00,2025-03-24
水果类,鸭梨,8.00,6.00,7.00,公斤,6000.00,2025-03-24
水果类,雪花梨,7.00,5.00,6.00,公斤,2000.00,2025-03-24
水果类,姬娜苹果,36.00,34.00,35.00,公斤,1000.00,2025-03-24
水果类,红富士苹果,10.00,8.00,9.00,公斤,8000.00,2025-03-24
水产类,小龙虾,130.00,80.00,100.00,公斤,5000.00,2025-03-24
水产类,面包蟹,240.00,200.00,220.00,公斤,1000.00,2025-03-24
水产类,石斑,90.00,76.00,80.00,公斤,1500.00,2025-03-24
水产类,多宝鱼,66.00,62.00,64.00,公斤,2500.00,2025-03-24
水产类,白虾,80.00,66.00,76.00,公斤,7000.00,2025-03-24
水产类,蚕蛹,120.00,104.00,110.00,公斤,800.00,2025-03-24
水产类,牛蛙,22.00,20.00,21.00,公斤,1500.00,2025-03-24
水产类,养殖甲鱼,90.00,56.00,60.00,公斤,1500.00,2025-03-24
水产类,海肠子,46.00,42.00,44.00,公斤,800.00,2025-03-24
水产类,海蛎子,46.00,42.00,44.00,公斤,800.00,2025-03-24
水产类,毛蚶,20.00,16.00,18.00,公斤,1000.00,2025-03-24
水产类,青蛤,34.00,30.00,32.00,公斤,800.00,2025-03-24
水产类,文蛤,28.00,24.00,26.00,公斤,1600.00,2025-03-24
水产类,大蛏子,46.00,36.00,40.00,公斤,1500.00,2025-03-24
水产类,大海螺,70.00,50.00,60.00,公斤,600.00,2025-03-24
水产类,钉螺,22.00,18.00,20.00,公斤,500.00,2025-03-24
水产类,角螺,86.00,76.00,80.00,公斤,700.00,2025-03-24
水产类,大香螺,70.00,50.00,60.00,公斤,1100.00,2025-03-24
水产类,红扇贝,22.00,14.00,16.00,公斤,1000.00,2025-03-24
水产类,小扇贝,90.00,80.00,85.00,公斤,2000.00,2025-03-24
水产类,大扇贝,120.00,90.00,110.00,公斤,2000.00,2025-03-24
水产类,象拔蚌,460.00,200.00,400.00,公斤,500.00,2025-03-24
水产类,鲍鱼10-18头,170.00,120.00,130.00,公斤,500.00,2025-03-24
水产类,基围虾45-60头,360.00,300.00,330.00,公斤,2000.00,2025-03-24
水产类,澳洲龙虾>750g,700.00,640.00,650.00,公斤,1000.00,2025-03-24
水产类,琵琶虾,210.00,170.00,180.00,公斤,6000.00,2025-03-24
水产类,梭子蟹,360.00,240.00,280.00,公斤,2000.00,2025-03-24
水产类,珍宝蟹,300.00,260.00,280.00,公斤,500.00,2025-03-24
水产类,国产平鱼>200g,110.00,50.00,76.00,公斤,1800.00,2025-03-24
水产类,国产黄鱼>150g,56.00,46.00,50.00,公斤,1800.00,2025-03-24
水产类,国产带鱼>300g,80.00,50.00,60.00,公斤,3000.00,2025-03-24
水产类,八爪鱼,130.00,110.00,120.00,公斤,1500.00,2025-03-24
水产类,淡水鲈鱼,42.00,40.00,41.00,公斤,5000.00,2025-03-24
水产类,桂鱼,58.00,52.00,56.00,公斤,600.00,2025-03-24
水产类,黄鳝<300g,100.00,50.00,60.00,公斤,500.00,2025-03-24
水产类,鲶鱼,24.00,10.00,11.00,公斤,500.00,2025-03-24
水产类,白鲢,10.00,8.00,9.00,公斤,5000.00,2025-03-24
水产类,黑鱼,26.00,24.00,25.00,公斤,5000.00,2025-03-24
水产类,武昌鱼>700g,22.00,20.00,21.00,公斤,6000.00,2025-03-24
水产类,胖头鱼>900g,20.00,18.00,19.00,公斤,13000.00,2025-03-24
水产类,鲫鱼>200g,21.00,20.00,20.40,公斤,5000.00,2025-03-24
水产类,草鱼>1000g,19.00,17.00,18.00,公斤,8500.00,2025-03-24
水产类,鲤鱼>750g,16.00,14.00,15.00,公斤,8000.00,2025-03-24
蔬菜类,红薯,8.00,4.00,6.00,公斤,7000.00,2025-03-24
蔬菜类,散菜花,5.00,3.00,4.00,公斤,24000.00,2025-03-24
蔬菜类,娃娃菜,7.00,3.60,5.00,公斤,3500.00,2025-03-24
蔬菜类,蒿子杆,8.00,6.00,7.00,公斤,15000.00,2025-03-24
